streetAddress,price,bedrooms,bathrooms,parking,addressLocality,addressRegion,postalCode,property_type,nearby_schools,nbn_type,age_distribution,geo
95 Carinish Road,290.0,0.0,1.0,0.0,Clayton,VIC,3168,Apartment,"['Christway College', 'Clayton North Primary School', 'Minaret College', ""Sacred Heart Girls' College"", 'Christ Our Holy Redeemer School', 'Sacred Heart School', ""St John Vianney's School"", ""St Andrew's School"", 'South Oakleigh Secondary College', 'Southern Autistic School', ""St Peter's School"", 'Fitra Community School', 'SEDA College (Victoria) - AFL - Clayton', 'John Monash Science School']",FTTC,balanced age,
10 Kipling Place,590.0,3.0,2.0,2.0,Frankston,VIC,3199,House,"[""St John's School"", 'Frankston Special Developmental School', ""St Jude's School"", 'David Scott School', 'John Paul College', 'McClelland Secondary College', 'SEDA College (Victoria) - Frankston Park Function Centre', 'Foundation Learning Centre - Peninsula Campus', 'Ballam Park Primary School', 'Naranga Special School', 'Southern Autistic School', 'Nepean Special School', 'St Francis Xavier School', ""St Augustine's School"", 'Bayside Christian College', 'David Scott School - High Street Campus']",FTTP,balanced age,
5/123 Dendy Street,575.0,2.0,1.0,1.0,Brighton East,VIC,3187,Apartment,"['Brighton Secondary College', 'Xavier College - Kostka Hall', ""St Leonard's College"", 'Melbourne Montessori School - Brighton East Campus', 'Haileybury College - Brighton Girls', 'Haileybury College - Brighton Boys', 'St Joan of Arc School', ""St Mary's School"", 'Southern Autistic School', 'Brighton Beach Primary School', 'Haileybury Girls College - Brighton Campus', 'Xavier College - Billilla Annex Campus', ""St Finbar's School""]",,balanced age,
2/48 Church Road,575.0,2.0,1.0,1.0,Carrum,VIC,3197,Apartment,"['Yarrabah School', 'Patterson River Secondary College', ""St Anne's School"", 'Cornish College', ""St Joachim's School"", 'Carrum Primary School', ""St Joseph's School"", 'Naranga Special School', 'Southern Autistic School', 'Nepean Special School']",FTTP,balanced age,"{'latitude': -38.0813684, 'longitude': 145.1295258}"
4/64-66 Scott Street,418.6,2.0,1.0,2.0,Dandenong,VIC,3175,Apartment,"['Dandenong High School', 'SEDA College (Victoria) - Building and Construction - Dandenong', 'Ilim College - Doveton Campus', 'Dandenong West Primary School', 'SEDA College (Victoria) - AFL Dandenong Campus - Dandenong Oasis', ""St Gerard's School"", 'Maranatha Christian School - Doveton Campus', 'Southern Autistic School', ""St Mary's College for the Deaf - Dandenong Campus"", 'Minaret College - Doveton Campus', ""St Mary's School"", 'Community College Gippsland Ltd | ECG Secondary College - ECG Secondary College - Dandenong Campus', ""St John's Regional College""]",,balanced age,
501/302 Collins Street,650.0,2.0,1.0,0.0,Melbourne,VIC,3004,Apartment,"['Ozford College - Ozford College Campus', 'Hester Hornbrook Academy - City Campus', ""Stott's Colleges"", 'University High School', 'Carlton Gardens Primary School', 'Holmes Grammar School', 'Eltham College - Lonsdale Street Campus', 'Ozford College', 'Eltham College - King Street Campus', 'Haileybury College - City Girls', 'Haileybury College - City Boys', 'Haileybury Girls College - City Campus']",,20 - 39,"{'latitude': -37.81597, 'longitude': 144.964225}"
208/240 - 250 Lygon Street,600.0,2.0,1.0,1.0,Brunswick East,VIC,3057,Apartment,"['Deutsche Schule Melbourne', ""Simonds Catholic College - St Brigid's VCE Campus"", 'Croxton Special School', ""St Bernard's School"", 'Fitzroy Community School', ""St Joseph's School"", ""St Margaret Mary's School"", 'SEDA College (Victoria) - Cricket Australia -  Carlton', 'Brunswick Secondary College', 'Brunswick South Primary School', 'Our Lady Help of Christians School', 'Fitzroy Community School - Thornbury Campus', 'Hester Hornbrook Academy - North Fitzroy Campus']",,20 - 39,"{'latitude': -37.7705289, 'longitude': 144.9720639}"
358 Canning Street,520.0,2.0,1.0,0.0,Carlton North,VIC,3054,House,"[""St John's School"", 'Deutsche Schule Melbourne', ""Simonds Catholic College - St Brigid's VCE Campus"", 'Croxton Special School', 'Princes Hill Secondary College', 'Fitzroy Community School', ""St Joseph's School"", 'Carlton North Primary School', 'Academy of Mary Immaculate', 'SEDA College (Victoria) - Cricket Australia -  Carlton', 'Sacred Heart School', 'Our Lady Help of Christians School', 'Hester Hornbrook Academy - North Fitzroy Campus']",FTTP,20 - 39,
4605A/260 Spencer Street,660.0,1.0,1.0,1.0,Melbourne,VIC,3000,Apartment,"['River Nile School', 'Hester Hornbrook Academy - City Campus', ""St Joseph's Flexible Learning Centre"", 'University High School', 'Eltham College - Lonsdale Street Campus', 'Ozford College', 'Simonds Catholic College', 'Eltham College - King Street Campus', 'Haileybury College - City Girls', 'Haileybury College - City Boys', 'Haileybury Girls College - City Campus', 'Docklands Primary School']",,20 - 39,
208/8 Elliott Avenue,600.0,2.0,1.0,1.0,Carnegie,VIC,3163,Apartment,"['Kilvington Grammar School', 'Melbourne Montessori School - Grange Road Campus', ""St Patrick's School"", 'The Currajong School', 'Glen Eira College', 'Port Phillip Specialist School', 'De La Salle College - Holy Eucharist Campus', 'Carnegie Primary School', ""St Anthony's School"", 'Oakleigh Grammar', ""St Kevin's School"", 'Southern Autistic School', 'Yesodei HaTorah College - Brighton Campus', ""St Mary's School""]",,20 - 39,
4/39 Cook Street,650.0,2.0,2.0,1.0,Flinders,VIC,3929,Apartment,"['Red Hill Consolidated School', 'Dromana Secondary College']",FTTP,balanced age,
3/526 Pascoe Vale Road,875.0,4.0,3.0,2.0,Pascoe Vale,VIC,3044,Townhouse/Villa,"['Corpus Christi School', 'Penleigh & Essendon Grammar School - Essendon Campus', 'SEDA College (Victoria) - AFL Victoria & Cricket Australia Sports Development Program - Strathmore', 'St Francis de Sales School', 'Antonine College', ""St Therese's School"", ""St Oliver Plunkett's School"", 'Pascoe Vale Girls Secondary College', 'Penola Catholic College - Glenroy Campus', 'Strathmore North Primary School', ""St Vincent de Paul's School"", ""St Thomas More's School"", 'Strathmore Secondary College']",FTTP,balanced age,
97 Williamstown Road,630.0,2.0,2.0,1.0,Seddon,VIC,3011,Townhouse/Villa,"[""St John's School"", 'Footscray City College', 'Corpus Christi School', 'Yarraville West Primary School', 'Yarraville Special Developmental School', 'Hester Hornbrook Academy - Braybrook Campus', 'Christ the King Primary School', ""St Margaret Mary's School"", 'Rosamond Special School', ""St Augustine's School"", ""St Monica's School"", 'Footscray High School', 'Furlong Park School For Deaf Children', 'Caroline Chisholm Catholic College - Christ The King Campus', 'SEDA College (Victoria) - Cricket Australia - Footscray', 'MacKillop Specialist School - Flexible Learning Centre Maidstone']",FTTP,balanced age,"{'latitude': -37.8080966, 'longitude': 144.8846189}"
3/8 Dulcie Grove,500.0,2.0,1.0,1.0,Bentleigh,VIC,3204,Apartment,"[""St Catherine's School"", ""St Agnes' School"", 'Our Lady of the Sacred Heart College', 'Tucker Road Bentleigh Primary School', 'Tombolo Academy', ""St Peter's School"", 'St James College', 'Haileybury College - Brighton Girls', ""St Bede's College - Bentleigh East Campus"", 'Southern Autistic School', 'Bentleigh Secondary College', ""St Finbar's School"", ""St Paul's School""]",HFC,balanced age,"{'latitude': -37.9333105, 'longitude': 145.0455726}"
14/558 Moreland Road,370.0,1.0,1.0,1.0,Brunswick,VIC,3056,Apartment,"['Merri-bek Primary School', 'Antonine College - Cedar Campus', 'Coburg High School', ""St Bernard's School"", 'Antonine College', 'Australian International Academy of Education', ""St Fidelis' School"", ""St Joseph's School"", 'Islamic College of Sport', ""St Margaret Mary's School"", 'Our Lady Help of Christians School', ""St Paul's School""]",,balanced age,"{'latitude': -37.755438, 'longitude': 144.9641203}"
1308/8 McCrae Street,625.0,1.0,1.0,1.0,Docklands,VIC,3008,Apartment,"['Hester Hornbrook Academy - City Campus', 'Hester Hornbrook Academy - South Melbourne', 'University High School', 'Hester Hornbrook Academy', 'Eltham College - Lonsdale Street Campus', 'Galilee Regional Catholic Primary School', 'Simonds Catholic College', 'Eltham College - King Street Campus', 'Haileybury College - City Girls', 'Haileybury College - City Boys', 'Haileybury Girls College - City Campus', 'Docklands Primary School']",,20 - 39,"{'latitude': -37.8216688, 'longitude': 144.9509893}"
11/30-32 Tivoli Road,380.0,1.0,1.0,1.0,South Yarra,VIC,3141,Apartment,"['Melbourne Girls College', 'Richmond Primary School', 'Kamaruka - Primary Campus', 'Kamaruka', 'Geelong Grammar School - Toorak campus', 'Christ Church Grammar School', 'Hester Hornbrook Academy - Prahran Campus', 'Ignatius Learning Centre', 'Melbourne Girls Grammar', 'Melbourne Girls Grammar - Morris Hall Campus', 'Our Lady of Lourdes School', 'Port Phillip Specialist School', 'Richmond High School-Gleadell Street Campus', 'Southern Autistic School', 'Prahran High School', 'Loreto Mandeville Hall']",,20 - 39,"{'latitude': -37.8382751, 'longitude': 144.9986023}"
36 Liverpool St,520.0,2.0,1.0,0.0,Footscray,VIC,3011,House,"[""St John's School"", 'Footscray City College', 'Corpus Christi School', 'Footscray West Primary School', 'Hester Hornbrook Academy - Braybrook Campus', 'Christ the King Primary School', 'Rosamond Special School', ""St Augustine's School"", ""St Monica's School"", 'Footscray High School', 'Furlong Park School For Deaf Children', 'Caroline Chisholm Catholic College - Sacred Heart Campus', 'Caroline Chisholm Catholic College - Christ The King Campus', 'SEDA College (Victoria) - Cricket Australia - Footscray', 'MacKillop Specialist School - Flexible Learning Centre Maidstone']",FTTC,balanced age,"{'latitude': -37.7964137, 'longitude': 144.8821259}"
6/130 Nicholson Street,525.0,1.0,1.0,0.0,Fitzroy,VIC,3065,Apartment,"['Ozford College - Ozford College Campus', ""Stott's Colleges"", 'Carlton Gardens Primary School', ""Simonds Catholic College - St Brigid's VCE Campus"", 'Holmes Grammar School', 'Ozford College', 'Fitzroy Community School', ""St Joseph's School"", 'Academy of Mary Immaculate', 'Lynall Hall Community School-The Island Campus', 'Sacred Heart School', 'Collingwood College', 'Hester Hornbrook Academy - North Fitzroy Campus']",FTTC,balanced age,"{'latitude': -37.8017109, 'longitude': 144.9745041}"
4/22-24 Grove Rd,900.0,3.0,2.0,2.0,Barwon Heads,VIC,3227,House,"['Our Lady Star of the Sea School', 'Bellarine Secondary College', 'Barwon Heads Primary School']",,balanced age,
283A Sunshine Avenue,600.0,3.0,2.0,2.0,St Albans,VIC,3021,Townhouse/Villa,"[""St Augustine's Primary School"", 'Catholic Regional College North Keilor', 'Jackson School', 'Catholic Regional College St Albans', 'St Mary MacKillop Primary School', 'Overnewton Anglican Community College - Yirramboi Campus', 'St Albans Secondary College', 'Sacred Heart School', 'SEDA College (Victoria) - Melbourne City Sports Development Program - Cairnlea', 'Furlong Park School For Deaf Children', ""St Paul's Kealba Catholic School"", 'Resurrection School', 'Holy Eucharist School', 'St Albans North Primary School']",HFC,balanced age,"{'latitude': -37.7308654, 'longitude': 144.8157121}"
30A Carnoustie Grove,860.0,3.0,2.0,2.0,Mornington,VIC,3931,Townhouse/Villa,"['Osborne Primary School', 'Advance College of Education Incorporated - Mornington Campus', 'Balcombe Grammar School', 'Padua College', 'Mornington Secondary College', 'Nepean Special School', ""St Macartan's School""]",FTTN,balanced age,
8/52 Latham Street,440.0,3.0,1.0,1.0,Werribee,VIC,3030,Apartment,"['Bethany Catholic Primary School', 'Islamic College Of Melbourne', 'Heathdale Christian College', 'Werribee Community College', 'St Peter Apostle School', 'Wyndham Central Secondary College', 'Christway College - Wyndham', ""St Andrew's School"", 'Good News Lutheran College', 'SEDA College (Victoria) - AFL - Werribee', 'Westgrove Primary School', 'Werribee Community College - The Cottage']",HFC,balanced age,
15 Rebecca Court,550.0,3.0,2.0,2.0,Pakenham,VIC,3810,House,"[""St Clare's Primary School"", 'Community College Gippsland Ltd | ECG Secondary College - ECG College Pakenham', 'Beaconhills College', 'Heritage College - Officer Campus', 'Edenbrook Secondary College', ""St Patrick's School"", 'St Francis Xavier College - Officer Campus', 'John Henry Primary School', 'Lakeside College', 'OneSchool Global Vic - Berwick Centre', 'Maranatha Christian School - Officer Campus', 'Officer Secondary College', 'Minaret College - Officer Campus']",FTTP,balanced age,
6/50 Race Street,400.0,3.0,2.0,1.0,Flora Hill,VIC,3550,House,"[""St Kilian's School"", 'SEDA College (Victoria) - Multi Bendigo', ""St Joseph's School"", 'Quarry Hill Primary School', ""St Therese's School"", 'Catherine McAuley College', 'Bendigo Senior Secondary College', 'Victory Christian College', 'Doxa School Bendigo', 'Girton Grammar School - Junior School', 'Bendigo South East 7-10 Secondary College', 'Creek Street Christian College', 'Girton Grammar School']",FTTN,20 - 39,
95 Duff Street,460.0,3.0,1.0,2.0,Cranbourne,VIC,3977,House,"['Cranbourne West Primary School', 'Cranbourne Secondary College', 'St Thomas the Apostle Catholic Primary School', 'Frankston Special Developmental School', ""St Peter's College - Clyde North Campus"", 'Casey Grammar School', ""St Therese's School"", 'Southern Autistic School', 'Nepean Special School', ""St Peter's College"", ""St Agatha's School""]",FTTP,balanced age,"{'latitude': -38.10136869999999, 'longitude': 145.270105}"
7/13 St Leonards Avenue,400.0,1.0,1.0,1.0,St Kilda,VIC,3182,Apartment,"['Wesley College', ""St Mary's College Melbourne - Presentation Campus"", 'Hester Hornbrook Academy - Prahran Campus', 'Cheder Levi Yitzchok Inc', 'Wesley College - St Kilda Road Junior Campus', 'Presentation College Windsor', 'Port Phillip Specialist School', ""St Michael's Grammar School"", 'Southern Autistic School', ""St Mary's School - Campus 2"", 'St Kilda Park Primary School', 'Yesodei HaTorah College', ""St Mary's College Melbourne - Edmund Rice Campus"", 'Elwood College']",HFC,balanced age,
5 The Grange,950.0,5.0,2.0,2.0,Wantirna,VIC,3152,House,"[""St Luke's School"", ""St Mary's College for the Deaf - Wantirna South Campus"", 'Waverley Christian College', ""St Timothy's School"", ""St James' School"", 'St Jude the Apostle School', 'Holy Saviour Parish School', 'Wantirna College', 'Vermont South Special School', 'St Andrews Christian College', 'Wantirna Primary School', 'Holy Trinity School', 'The Knox School']",HFC,balanced age,
307/3-7A Alma Road,480.0,1.0,1.0,1.0,St Kilda,VIC,3182,Apartment,"[""St Mary's College Melbourne - Presentation Campus"", 'Wesley College', 'Windsor Primary School', 'Cheder Levi Yitzchok Inc', 'Hester Hornbrook Academy - Prahran Campus', 'Wesley College - St Kilda Road Junior Campus', 'Presentation College Windsor', 'Port Phillip Specialist School', ""St Michael's Grammar School"", 'Southern Autistic School', ""St Mary's School - Campus 2"", ""St Mary's School"", ""St Mary's College Melbourne - Edmund Rice Campus"", 'Elwood College']",,balanced age,"{'latitude': -37.8605611, 'longitude': 144.9835964}"
201/109 109 Manningham St,690.0,2.0,2.0,0.0,Parkville,VIC,3052,Apartment,"['SEDA College (Victoria) - MC North Melbourne YMCA', ""St Joseph's Flexible Learning Centre"", 'Mount Alexander 7-12 College', 'SEDA College (Victoria) - The Huddle, North Melbourne Football Club', 'SEDA College (Victoria) - Melbourne City Talented Player Program - Kensington', ""St Brendan's School"", 'Debney Meadows Primary School', 'Holy Rosary School', ""St Michael's Primary School"", 'SEDA College (Victoria) - Cricket Australia -  Carlton', 'St Aloysius College', 'SEDA College (Victoria) - Melbourne Sports Centres Parkville']",FTTP,20 - 39,
60 Donne Street,950.0,4.0,2.0,2.0,Coburg,VIC,3058,House,"['Coburg High School', ""St Bernard's School"", 'Antonine College', 'Australian International Academy of Education', ""St Fidelis' School"", ""St Joseph's School"", 'Islamic College of Sport', ""St Margaret Mary's School"", ""St Oliver Plunkett's School"", ""St Vincent de Paul's School"", ""St Paul's School"", 'Coburg West Primary School']",HFC,balanced age,
